,en,lat,lng
182,Chinese Blackbird,31.300842,120.69617
183,Chinese Blackbird,26.04368,119.350075
184,Chinese Blackbird,31.163937,121.42214
185,Chinese Blackbird,22.463232,106.957596
0,Snowy-browed Nuthatch,40.007866,116.300644
1,Snowy-browed Nuthatch,37.04239,101.82346
2,Snowy-browed Nuthatch,36.627308,101.73339
3,Snowy-browed Nuthatch,40.001648,116.20257
4,Snowy-browed Nuthatch,41.661324,123.4491
5,Snowy-browed Nuthatch,39.100628,121.79145
6,Snowy-browed Nuthatch,41.760048,123.39233
7,Snowy-browed Nuthatch,41.662315,123.45556
0,Chinese White-browed Rosefinch,31.82992,96.489136
1,Chinese White-browed Rosefinch,37.04239,101.82346
2,Chinese White-browed Rosefinch,30.013964,93.96486
0,Claudia's Leaf Warbler,30.610132,114.31947
1,Claudia's Leaf Warbler,30.605564,114.316185
0,Common Cuckoo,24.60282,97.664734
0,Eurasian Kestrel,30.994867,103.50685
1,Eurasian Kestrel,37.04239,101.82346
2,Eurasian Kestrel,31.238844,120.8011
3,Eurasian Kestrel,31.063559,120.997215
4,Eurasian Kestrel,30.936537,121.906685
5,Eurasian Kestrel,39.91271,116.14651
6,Eurasian Kestrel,39.939495,116.64302
7,Eurasian Kestrel,30.867863,121.91782
8,Eurasian Kestrel,40.758453,106.50904
9,Eurasian Kestrel,30.528587,120.75303
10,Eurasian Kestrel,31.157988,120.81632
11,Eurasian Kestrel,31.349155,120.45297
12,Eurasian Kestrel,30.539099,104.32158
13,Eurasian Kestrel,30.502909,104.28985
14,Eurasian Kestrel,30.25949,119.914825
15,Eurasian Kestrel,30.920507,121.97316
16,Eurasian Kestrel,31.318123,121.54807
17,Eurasian Kestrel,40.39546,115.82937
18,Eurasian Kestrel,40.03307,116.253845
19,Eurasian Kestrel,35.941322,104.15786
20,Eurasian Kestrel,39.829014,116.21707
21,Eurasian Kestrel,39.939568,116.47927
22,Eurasian Kestrel,39.88011,116.511185
23,Eurasian Kestrel,30.50436,104.2981
24,Eurasian Kestrel,40.40804,116.68231
25,Eurasian Kestrel,40.01521,116.38802
26,Eurasian Kestrel,39.993362,116.310196
27,Eurasian Kestrel,40.020027,116.39471
28,Eurasian Kestrel,35.287636,109.67045
29,Eurasian Kestrel,35.335175,109.54764
30,Eurasian Kestrel,19.755177,109.32243
31,Eurasian Kestrel,29.574547,106.42756
32,Eurasian Kestrel,29.503727,96.754074
33,Eurasian Kestrel,37.99627,114.48692
34,Eurasian Kestrel,39.776875,116.59635
35,Eurasian Kestrel,32.875427,120.96796
36,Eurasian Kestrel,35.28921,109.46904
37,Eurasian Kestrel,39.638447,115.59112
38,Eurasian Kestrel,30.051674,95.60997
39,Eurasian Kestrel,31.841919,120.83312
40,Eurasian Kestrel,40.020226,116.64761
41,Eurasian Kestrel,38.114925,114.565155
42,Eurasian Kestrel,31.957115,114.244255
43,Eurasian Kestrel,25.120054,98.55847
44,Eurasian Kestrel,31.800589,120.81192
45,Eurasian Kestrel,40.287857,115.542694
46,Eurasian Kestrel,39.7624,117.787056
47,Eurasian Kestrel,31.897017,120.8044
48,Eurasian Kestrel,33.005905,96.99562
49,Eurasian Kestrel,40.326797,115.58949
50,Eurasian Kestrel,40.36554,115.783134
51,Eurasian Kestrel,40.34649,115.466576
52,Eurasian Kestrel,39.224243,117.99401
53,Eurasian Kestrel,40.303745,115.56245
54,Eurasian Kestrel,39.087227,117.1681
55,Eurasian Kestrel,40.315197,115.600464
56,Eurasian Kestrel,22.57145,106.690384
57,Eurasian Kestrel,40.128544,116.32545
58,Eurasian Kestrel,24.757023,102.89321
59,Eurasian Kestrel,31.836178,120.83089
60,Eurasian Kestrel,22.476734,106.98217
61,Eurasian Kestrel,39.78651,116.61828
62,Eurasian Kestrel,22.463232,106.957596
0,Common Rosefinch,24.460457,97.631905
0,Daurian Redstart,40.007866,116.300644
1,Daurian Redstart,31.028845,119.898605
2,Daurian Redstart,31.238844,120.8011
3,Daurian Redstart,27.65241,117.981384
4,Daurian Redstart,40.03307,116.253845
5,Daurian Redstart,40.39546,115.82937
6,Daurian Redstart,40.21338,115.921295
7,Daurian Redstart,30.994867,103.50685
8,Daurian Redstart,37.04239,101.82346
9,Daurian Redstart,30.186972,102.43161
10,Daurian Redstart,30.344103,119.92858
11,Daurian Redstart,32.64035,103.5982
12,Daurian Redstart,29.814137,121.5421
13,Daurian Redstart,30.920507,121.97316
14,Daurian Redstart,38.00582,114.48763
15,Daurian Redstart,23.18312,113.29759
16,Daurian Redstart,31.209242,121.78188
17,Daurian Redstart,36.627308,101.73339
18,Daurian Redstart,36.122837,120.58589
19,Daurian Redstart,24.847673,118.026924
20,Daurian Redstart,40.131298,116.30796
21,Daurian Redstart,30.253456,120.11699
22,Daurian Redstart,39.89335,116.16179
23,Daurian Redstart,40.047173,116.393326
24,Daurian Redstart,30.093533,120.11677
25,Daurian Redstart,31.448574,120.76839
26,Daurian Redstart,23.289991,113.714325
27,Daurian Redstart,36.56763,101.886116
28,Daurian Redstart,39.939495,116.64302
29,Daurian Redstart,39.777138,116.460594
30,Daurian Redstart,30.013964,93.96486
31,Daurian Redstart,39.690964,116.03421
32,Daurian Redstart,40.272354,116.14607
33,Daurian Redstart,40.001648,116.20257
34,Daurian Redstart,30.946407,121.95392
35,Daurian Redstart,39.111816,117.12173
36,Daurian Redstart,31.957115,114.244255
37,Daurian Redstart,40.01521,116.38802
38,Daurian Redstart,31.349155,120.45297
39,Daurian Redstart,30.539099,104.32158
40,Daurian Redstart,30.502909,104.28985
41,Daurian Redstart,30.605564,114.316185
42,Daurian Redstart,29.726082,121.24989
43,Daurian Redstart,30.64273,122.061935
44,Daurian Redstart,40.287857,115.542694
45,Daurian Redstart,24.579262,118.56859
46,Daurian Redstart,40.22641,115.91137
47,Daurian Redstart,35.191612,109.736824
48,Daurian Redstart,30.25949,119.914825
49,Daurian Redstart,31.11707,120.58116
50,Daurian Redstart,40.091026,116.174324
51,Daurian Redstart,40.079712,116.05159
52,Daurian Redstart,35.139248,109.72915
53,Daurian Redstart,40.303745,115.56245
54,Daurian Redstart,24.51233,118.57577
55,Daurian Redstart,40.291183,116.06309
56,Daurian Redstart,39.638447,115.59112
57,Daurian Redstart,35.131725,109.72193
58,Daurian Redstart,24.90173,118.15031
59,Daurian Redstart,40.373127,115.448006
60,Daurian Redstart,35.941322,104.15786
61,Daurian Redstart,26.149008,119.29217
62,Daurian Redstart,30.513933,114.444626
63,Daurian Redstart,39.829014,116.21707
64,Daurian Redstart,29.802313,121.56177
65,Daurian Redstart,40.08008,116.38726
66,Daurian Redstart,35.17876,109.5966
67,Daurian Redstart,24.965546,113.62769
68,Daurian Redstart,30.693514,114.3969
69,Daurian Redstart,38.019394,114.53397
70,Daurian Redstart,31.23919,121.34463
71,Daurian Redstart,32.875427,120.96796
72,Daurian Redstart,28.52715,119.549866
73,Daurian Redstart,29.559048,106.618324
74,Daurian Redstart,30.674973,103.1679
75,Daurian Redstart,26.367727,106.44163
76,Daurian Redstart,40.00291,116.3266
77,Daurian Redstart,26.447598,106.67772
78,Daurian Redstart,38.00515,114.49054
79,Daurian Redstart,31.321577,120.318054
80,Daurian Redstart,35.335175,109.54764
81,Daurian Redstart,39.99869,116.206856
82,Daurian Redstart,27.826721,121.1492
83,Daurian Redstart,40.130478,116.289665
84,Daurian Redstart,35.17312,109.402245
85,Daurian Redstart,39.717926,116.024445
86,Daurian Redstart,41.75112,123.42025
87,Daurian Redstart,30.267427,120.07676
88,Daurian Redstart,38.11921,114.57153
89,Daurian Redstart,30.119272,120.07067
90,Daurian Redstart,38.004776,114.34395
91,Daurian Redstart,39.100628,121.79145
92,Daurian Redstart,32.60294,104.788284
93,Daurian Redstart,25.959202,109.636246
94,Daurian Redstart,31.331179,120.736115
95,Daurian Redstart,24.551208,118.23059
96,Daurian Redstart,35.28921,109.46904
97,Daurian Redstart,26.79434,99.62984
98,Daurian Redstart,30.268324,120.119
99,Daurian Redstart,30.304478,120.08615
100,Daurian Redstart,40.05391,116.61649
101,Daurian Redstart,32.424973,120.17022
102,Daurian Redstart,39.44741,123.07471
103,Daurian Redstart,30.642256,104.17906
104,Daurian Redstart,39.659756,123.00652
105,Daurian Redstart,39.07698,117.15486
106,Daurian Redstart,29.427872,118.5583
107,Daurian Redstart,39.939568,116.47927
108,Daurian Redstart,26.883379,100.233444
109,Daurian Redstart,31.366514,120.57373
110,Daurian Redstart,31.800589,120.81192
111,Daurian Redstart,40.326797,115.58949
112,Daurian Redstart,39.05058,117.21393
113,Daurian Redstart,29.559925,119.12599
114,Daurian Redstart,31.703579,119.92955
115,Daurian Redstart,39.087227,117.1681
116,Daurian Redstart,28.046783,116.4621
117,Daurian Redstart,40.136646,116.29751
118,Daurian Redstart,29.699018,121.61353
119,Daurian Redstart,40.36554,115.783134
120,Daurian Redstart,32.051613,120.2062
121,Daurian Redstart,31.128164,119.85458
122,Daurian Redstart,31.090136,121.37213
123,Daurian Redstart,30.193241,120.1185
124,Daurian Redstart,31.077246,121.18017
125,Daurian Redstart,31.095327,121.428314
126,Daurian Redstart,33.141155,107.06362
127,Daurian Redstart,31.340462,121.37495
128,Daurian Redstart,36.269634,120.43952
129,Daurian Redstart,30.898304,121.942055
130,Daurian Redstart,31.603987,120.73946
131,Daurian Redstart,39.99747,115.90952
132,Daurian Redstart,31.214968,121.5496
133,Daurian Redstart,34.480644,110.06114
134,Daurian Redstart,30.209198,120.137695
135,Daurian Redstart,40.315197,115.600464
136,Daurian Redstart,29.184475,119.37959
137,Daurian Redstart,31.031982,120.41495
138,Daurian Redstart,39.88011,116.511185
139,Daurian Redstart,26.73247,106.65616
140,Daurian Redstart,30.15225,120.13549
141,Daurian Redstart,26.658157,106.66888
142,Daurian Redstart,25.975468,98.697136
143,Daurian Redstart,30.24431,119.99249
144,Daurian Redstart,29.750084,120.22081
145,Daurian Redstart,26.03419,119.64201
146,Daurian Redstart,30.263409,120.020744
147,Daurian Redstart,22.328526,112.592514
148,Daurian Redstart,30.103945,120.056465
149,Daurian Redstart,39.953182,116.577
150,Daurian Redstart,31.72238,121.23817
151,Daurian Redstart,40.128227,116.31167
152,Daurian Redstart,31.844732,120.82819
153,Daurian Redstart,31.706177,121.25812
154,Daurian Redstart,27.991245,116.34855
155,Daurian Redstart,28.840319,115.89648
156,Daurian Redstart,31.300842,120.69617
157,Daurian Redstart,25.917171,119.13156
0,Eastern Yellow Wagtail,30.920507,121.97316
1,Eastern Yellow Wagtail,30.241926,119.75857
2,Eastern Yellow Wagtail,30.093533,120.11677
3,Eastern Yellow Wagtail,24.788158,118.67577
4,Eastern Yellow Wagtail,30.867863,121.91782
5,Eastern Yellow Wagtail,30.25949,119.914825
6,Eastern Yellow Wagtail,26.877722,120.06498
7,Eastern Yellow Wagtail,30.119272,120.07067
8,Eastern Yellow Wagtail,31.957115,114.244255
9,Eastern Yellow Wagtail,18.535906,108.709335
10,Eastern Yellow Wagtail,31.800589,120.81192
11,Eastern Yellow Wagtail,28.878534,118.81219
12,Eastern Yellow Wagtail,30.898304,121.942055
13,Eastern Yellow Wagtail,24.056183,97.970665
14,Eastern Yellow Wagtail,26.03419,119.64201
15,Eastern Yellow Wagtail,19.972437,110.43371
16,Eastern Yellow Wagtail,22.328526,112.592514
17,Eastern Yellow Wagtail,31.844732,120.82819
18,Eastern Yellow Wagtail,31.836178,120.83089
19,Eastern Yellow Wagtail,30.15225,120.13549
0,Japanese Tit,21.272165,110.347885
1,Japanese Tit,27.64757,117.94278
2,Japanese Tit,30.610132,114.31947
3,Japanese Tit,22.499134,113.95396
4,Japanese Tit,40.007866,116.300644
5,Japanese Tit,31.028845,119.898605
6,Japanese Tit,31.238844,120.8011
7,Japanese Tit,27.65241,117.981384
8,Japanese Tit,31.269634,121.35688
9,Japanese Tit,40.03307,116.253845
10,Japanese Tit,31.236927,121.573555
11,Japanese Tit,40.39546,115.82937
12,Japanese Tit,40.047173,116.393326
13,Japanese Tit,40.40804,116.68231
14,Japanese Tit,40.21338,115.921295
15,Japanese Tit,26.158112,103.94998
16,Japanese Tit,39.971416,116.38416
17,Japanese Tit,37.04239,101.82346
18,Japanese Tit,24.483877,118.08644
19,Japanese Tit,22.680548,113.85349
20,Japanese Tit,28.951767,120.07401
21,Japanese Tit,30.344103,119.92858
22,Japanese Tit,30.119272,120.07067
23,Japanese Tit,32.64035,103.5982
24,Japanese Tit,30.267427,120.07676
25,Japanese Tit,26.089828,119.23395
26,Japanese Tit,36.032883,104.05075
27,Japanese Tit,31.259659,120.728516
28,Japanese Tit,27.63856,117.931435
29,Japanese Tit,23.18312,113.29759
30,Japanese Tit,36.627308,101.73339
31,Japanese Tit,25.1296,102.760666
32,Japanese Tit,24.847673,118.026924
33,Japanese Tit,30.423994,119.710686
34,Japanese Tit,40.131298,116.30796
35,Japanese Tit,30.253456,120.11699
36,Japanese Tit,39.89335,116.16179
37,Japanese Tit,40.12383,116.459404
38,Japanese Tit,30.093533,120.11677
39,Japanese Tit,31.063559,120.997215
40,Japanese Tit,31.448574,120.76839
41,Japanese Tit,23.182203,113.368835
42,Japanese Tit,27.677689,117.97489
43,Japanese Tit,23.289991,113.714325
44,Japanese Tit,36.56763,101.886116
45,Japanese Tit,39.939495,116.64302
46,Japanese Tit,31.366514,120.57373
47,Japanese Tit,29.771275,121.33083
48,Japanese Tit,31.139013,121.666374
49,Japanese Tit,39.690964,116.03421
50,Japanese Tit,40.272354,116.14607
51,Japanese Tit,40.001648,116.20257
52,Japanese Tit,23.096346,113.29858
53,Japanese Tit,31.957115,114.244255
54,Japanese Tit,21.650585,110.87159
55,Japanese Tit,40.01521,116.38802
56,Japanese Tit,31.157988,120.81632
57,Japanese Tit,30.605564,114.316185
58,Japanese Tit,31.182526,121.470825
59,Japanese Tit,31.214968,121.5496
60,Japanese Tit,30.539099,104.32158
61,Japanese Tit,29.726082,121.24989
62,Japanese Tit,31.289612,120.49911
63,Japanese Tit,30.64273,122.061935
64,Japanese Tit,40.22641,115.91137
65,Japanese Tit,35.191612,109.736824
66,Japanese Tit,30.25949,119.914825
67,Japanese Tit,31.095327,121.428314
68,Japanese Tit,23.181284,113.38981
69,Japanese Tit,40.079712,116.05159
70,Japanese Tit,35.139248,109.72915
71,Japanese Tit,30.920507,121.97316
72,Japanese Tit,23.262941,114.06437
73,Japanese Tit,30.241926,119.75857
74,Japanese Tit,24.51233,118.57577
75,Japanese Tit,31.318123,121.54807
76,Japanese Tit,22.547281,113.91835
77,Japanese Tit,24.776281,113.267845
78,Japanese Tit,31.280752,120.75163
79,Japanese Tit,35.131725,109.72193
80,Japanese Tit,31.340462,121.37495
81,Japanese Tit,24.90173,118.15031
82,Japanese Tit,35.941322,104.15786
83,Japanese Tit,26.149008,119.29217
84,Japanese Tit,30.513933,114.444626
85,Japanese Tit,23.906157,106.61031
86,Japanese Tit,39.829014,116.21707
87,Japanese Tit,39.939568,116.47927
88,Japanese Tit,37.0206,101.5929
89,Japanese Tit,33.36568,120.15232
90,Japanese Tit,35.17876,109.5966
91,Japanese Tit,28.52715,119.549866
92,Japanese Tit,24.965546,113.62769
93,Japanese Tit,22.558064,114.03415
94,Japanese Tit,31.140799,121.43756
95,Japanese Tit,33.266666,103.916664
96,Japanese Tit,30.693514,114.3969
97,Japanese Tit,31.23919,121.34463
98,Japanese Tit,32.875427,120.96796
99,Japanese Tit,23.212933,113.64279
100,Japanese Tit,26.367727,106.44163
101,Japanese Tit,40.08008,116.38726
102,Japanese Tit,26.447598,106.67772
103,Japanese Tit,39.993362,116.310196
104,Japanese Tit,30.269602,120.19309
105,Japanese Tit,24.57625,118.07067
106,Japanese Tit,35.287636,109.67045
107,Japanese Tit,29.574547,106.42756
108,Japanese Tit,30.12652,120.06906
109,Japanese Tit,26.510353,106.647385
110,Japanese Tit,27.826721,121.1492
111,Japanese Tit,31.389969,120.81122
112,Japanese Tit,32.420815,105.85024
113,Japanese Tit,23.016626,113.77776
114,Japanese Tit,22.947737,113.30737
115,Japanese Tit,31.839529,117.26899
116,Japanese Tit,39.717926,116.024445
117,Japanese Tit,41.75112,123.42025
118,Japanese Tit,22.572905,113.90371
119,Japanese Tit,32.46096,119.92416
120,Japanese Tit,35.32097,109.4036
121,Japanese Tit,38.004776,114.34395
122,Japanese Tit,39.100628,121.79145
123,Japanese Tit,31.21667,121.52864
124,Japanese Tit,25.959202,109.636246
125,Japanese Tit,31.331179,120.736115
126,Japanese Tit,35.28921,109.46904
127,Japanese Tit,29.760845,103.84022
128,Japanese Tit,39.638447,115.59112
129,Japanese Tit,30.154385,121.953094
130,Japanese Tit,22.524765,114.01123
131,Japanese Tit,30.268324,120.119
132,Japanese Tit,39.44741,123.07471
133,Japanese Tit,30.642256,104.17906
134,Japanese Tit,29.536919,119.06825
135,Japanese Tit,29.427872,118.5583
136,Japanese Tit,29.559925,119.12599
137,Japanese Tit,22.51522,106.94924
138,Japanese Tit,31.23457,120.566795
139,Japanese Tit,22.49921,106.96898
140,Japanese Tit,27.972912,116.37862
141,Japanese Tit,40.303745,115.56245
142,Japanese Tit,37.997833,114.34585
143,Japanese Tit,39.99869,116.206856
144,Japanese Tit,29.692398,114.23582
145,Japanese Tit,22.476734,106.98217
146,Japanese Tit,31.1478,121.4389
147,Japanese Tit,25.224627,98.67067
148,Japanese Tit,28.046783,116.4621
149,Japanese Tit,40.136646,116.29751
150,Japanese Tit,29.699018,121.61353
151,Japanese Tit,40.36554,115.783134
152,Japanese Tit,25.120054,98.55847
153,Japanese Tit,32.051613,120.2062
154,Japanese Tit,31.128164,119.85458
155,Japanese Tit,22.520298,106.990486
156,Japanese Tit,31.31304,121.35935
157,Japanese Tit,31.577612,120.27488
158,Japanese Tit,30.193241,120.1185
159,Japanese Tit,31.077246,121.18017
160,Japanese Tit,31.603987,120.73946
161,Japanese Tit,39.99747,115.90952
162,Japanese Tit,30.502909,104.28985
163,Japanese Tit,34.480644,110.06114
164,Japanese Tit,30.209198,120.137695
165,Japanese Tit,40.315197,115.600464
166,Japanese Tit,23.868876,106.61461
167,Japanese Tit,31.031982,120.41495
168,Japanese Tit,30.375355,120.61364
169,Japanese Tit,41.750645,123.46338
170,Japanese Tit,26.658157,106.66888
171,Japanese Tit,30.24431,119.99249
172,Japanese Tit,26.03419,119.64201
173,Japanese Tit,22.341501,106.86242
174,Japanese Tit,30.263409,120.020744
175,Japanese Tit,22.328526,112.592514
176,Japanese Tit,39.953182,116.577
177,Japanese Tit,29.743761,120.191086
178,Japanese Tit,31.407953,120.89579
179,Japanese Tit,22.57145,106.690384
180,Japanese Tit,22.260609,106.73683
181,Japanese Tit,24.757023,102.89321
182,Japanese Tit,31.706177,121.25812
183,Japanese Tit,40.40243,115.853096
184,Japanese Tit,22.52499,106.84495
185,Japanese Tit,22.463232,106.957596
186,Japanese Tit,22.268593,107.51296
187,Japanese Tit,31.250956,121.440895
188,Japanese Tit,31.209242,121.78188
0,Light-vented Bulbul,39.096325,117.24531
1,Light-vented Bulbul,30.610132,114.31947
2,Light-vented Bulbul,22.499134,113.95396
3,Light-vented Bulbul,40.007866,116.300644
4,Light-vented Bulbul,31.028845,119.898605
5,Light-vented Bulbul,27.65241,117.981384
6,Light-vented Bulbul,31.269634,121.35688
7,Light-vented Bulbul,40.03307,116.253845
8,Light-vented Bulbul,31.236927,121.573555
9,Light-vented Bulbul,40.047173,116.393326
10,Light-vented Bulbul,40.08008,116.38726
11,Light-vented Bulbul,24.628504,117.95993
12,Light-vented Bulbul,24.483877,118.08644
13,Light-vented Bulbul,22.566784,114.094376
14,Light-vented Bulbul,22.680548,113.85349
15,Light-vented Bulbul,39.919716,116.423706
16,Light-vented Bulbul,30.994867,103.50685
17,Light-vented Bulbul,30.344103,119.92858
18,Light-vented Bulbul,30.119272,120.07067
19,Light-vented Bulbul,23.888165,106.619125
20,Light-vented Bulbul,30.267427,120.07676
21,Light-vented Bulbul,29.814137,121.5421
22,Light-vented Bulbul,28.951767,120.07401
23,Light-vented Bulbul,40.131298,116.30796
24,Light-vented Bulbul,26.089828,119.23395
25,Light-vented Bulbul,23.120075,113.34003
26,Light-vented Bulbul,36.032883,104.05075
27,Light-vented Bulbul,39.91554,116.443855
28,Light-vented Bulbul,31.259659,120.728516
29,Light-vented Bulbul,30.764904,104.1285
30,Light-vented Bulbul,38.00582,114.48763
31,Light-vented Bulbul,23.18312,113.29759
32,Light-vented Bulbul,31.209242,121.78188
33,Light-vented Bulbul,25.1296,102.760666
34,Light-vented Bulbul,24.847673,118.026924
35,Light-vented Bulbul,30.423994,119.710686
36,Light-vented Bulbul,31.238844,120.8011
37,Light-vented Bulbul,35.177834,109.60284
38,Light-vented Bulbul,31.331179,120.736115
39,Light-vented Bulbul,31.232605,121.43213
40,Light-vented Bulbul,31.204721,120.74921
41,Light-vented Bulbul,30.253456,120.11699
42,Light-vented Bulbul,31.2285,121.46072
43,Light-vented Bulbul,31.839529,117.26899
44,Light-vented Bulbul,31.303265,121.35604
45,Light-vented Bulbul,39.89335,116.16179
46,Light-vented Bulbul,30.15225,120.13549
47,Light-vented Bulbul,40.12383,116.459404
48,Light-vented Bulbul,30.093533,120.11677
49,Light-vented Bulbul,39.940987,116.46562
50,Light-vented Bulbul,31.063559,120.997215
51,Light-vented Bulbul,31.448574,120.76839
52,Light-vented Bulbul,30.936537,121.906685
53,Light-vented Bulbul,23.182203,113.368835
54,Light-vented Bulbul,23.289991,113.714325
55,Light-vented Bulbul,35.17876,109.5966
56,Light-vented Bulbul,39.939495,116.64302
57,Light-vented Bulbul,31.29847,121.49958
58,Light-vented Bulbul,31.366514,120.57373
59,Light-vented Bulbul,31.139013,121.666374
60,Light-vented Bulbul,29.771275,121.33083
61,Light-vented Bulbul,30.867863,121.91782
62,Light-vented Bulbul,39.690964,116.03421
63,Light-vented Bulbul,40.001648,116.20257
64,Light-vented Bulbul,23.096346,113.29858
65,Light-vented Bulbul,39.111816,117.12173
66,Light-vented Bulbul,31.957115,114.244255
67,Light-vented Bulbul,31.157988,120.81632
68,Light-vented Bulbul,21.650585,110.87159
69,Light-vented Bulbul,40.01521,116.38802
70,Light-vented Bulbul,31.349155,120.45297
71,Light-vented Bulbul,30.931326,121.917534
72,Light-vented Bulbul,31.182526,121.470825
73,Light-vented Bulbul,31.214968,121.5496
74,Light-vented Bulbul,40.13205,116.34005
75,Light-vented Bulbul,30.605564,114.316185
76,Light-vented Bulbul,24.579262,118.56859
77,Light-vented Bulbul,29.726082,121.24989
78,Light-vented Bulbul,40.303745,115.56245
79,Light-vented Bulbul,22.511337,113.94878
80,Light-vented Bulbul,30.632013,104.085846
81,Light-vented Bulbul,31.289612,120.49911
82,Light-vented Bulbul,22.56453,113.98023
83,Light-vented Bulbul,30.64273,122.061935
84,Light-vented Bulbul,39.874485,116.38183
85,Light-vented Bulbul,30.253855,120.137184
86,Light-vented Bulbul,39.939568,116.47927
87,Light-vented Bulbul,30.25949,119.914825
88,Light-vented Bulbul,31.095327,121.428314
89,Light-vented Bulbul,23.181284,113.38981
90,Light-vented Bulbul,31.11707,120.58116
91,Light-vented Bulbul,30.920507,121.97316
92,Light-vented Bulbul,23.262941,114.06437
93,Light-vented Bulbul,31.110199,103.903755
94,Light-vented Bulbul,30.241926,119.75857
95,Light-vented Bulbul,31.318123,121.54807
96,Light-vented Bulbul,22.547281,113.91835
97,Light-vented Bulbul,24.776281,113.267845
98,Light-vented Bulbul,18.225334,109.51882
99,Light-vented Bulbul,31.280752,120.75163
100,Light-vented Bulbul,39.638447,115.59112
101,Light-vented Bulbul,31.340462,121.37495
102,Light-vented Bulbul,24.90173,118.15031
103,Light-vented Bulbul,30.57081,104.05835
104,Light-vented Bulbul,30.09489,122.265724
105,Light-vented Bulbul,26.149008,119.29217
106,Light-vented Bulbul,39.8799,116.41058
107,Light-vented Bulbul,30.513933,114.444626
108,Light-vented Bulbul,39.829014,116.21707
109,Light-vented Bulbul,29.802313,121.56177
110,Light-vented Bulbul,31.554543,121.77723
111,Light-vented Bulbul,39.88011,116.511185
112,Light-vented Bulbul,33.36568,120.15232
113,Light-vented Bulbul,30.11052,120.04843
114,Light-vented Bulbul,26.085672,119.26489
115,Light-vented Bulbul,24.965546,113.62769
116,Light-vented Bulbul,22.558064,114.03415
117,Light-vented Bulbul,31.140799,121.43756
118,Light-vented Bulbul,31.058327,121.49599
119,Light-vented Bulbul,30.31767,120.12476
120,Light-vented Bulbul,30.693514,114.3969
121,Light-vented Bulbul,30.648973,114.30848
122,Light-vented Bulbul,38.019394,114.53397
123,Light-vented Bulbul,31.23919,121.34463
124,Light-vented Bulbul,32.875427,120.96796
125,Light-vented Bulbul,23.212933,113.64279
126,Light-vented Bulbul,26.367727,106.44163
127,Light-vented Bulbul,31.415094,120.89754
128,Light-vented Bulbul,40.00291,116.3266
129,Light-vented Bulbul,40.40804,116.68231
130,Light-vented Bulbul,26.447598,106.67772
131,Light-vented Bulbul,27.8391,121.14586
132,Light-vented Bulbul,39.997467,116.2734
133,Light-vented Bulbul,39.993362,116.310196
134,Light-vented Bulbul,40.020027,116.39471
135,Light-vented Bulbul,30.269602,120.19309
136,Light-vented Bulbul,24.57625,118.07067
137,Light-vented Bulbul,19.951584,110.01976
138,Light-vented Bulbul,38.00515,114.49054
139,Light-vented Bulbul,22.570217,113.93747
140,Light-vented Bulbul,31.321577,120.318054
141,Light-vented Bulbul,29.574547,106.42756
142,Light-vented Bulbul,30.12652,120.06906
143,Light-vented Bulbul,26.510353,106.647385
144,Light-vented Bulbul,27.826721,121.1492
145,Light-vented Bulbul,31.389969,120.81122
146,Light-vented Bulbul,32.420815,105.85024
147,Light-vented Bulbul,30.50436,104.2981
148,Light-vented Bulbul,19.972437,110.43371
149,Light-vented Bulbul,23.016626,113.77776
150,Light-vented Bulbul,22.947737,113.30737
151,Light-vented Bulbul,19.115784,110.13644
152,Light-vented Bulbul,39.776875,116.59635
153,Light-vented Bulbul,39.717926,116.024445
154,Light-vented Bulbul,18.515879,110.0318
155,Light-vented Bulbul,41.75112,123.42025
156,Light-vented Bulbul,22.978498,113.36257
157,Light-vented Bulbul,22.572905,113.90371
158,Light-vented Bulbul,31.929796,120.116905
159,Light-vented Bulbul,22.531145,113.36596
160,Light-vented Bulbul,32.46096,119.92416
161,Light-vented Bulbul,38.004776,114.34395
162,Light-vented Bulbul,31.21667,121.52864
163,Light-vented Bulbul,24.551208,118.23059
164,Light-vented Bulbul,29.760845,103.84022
165,Light-vented Bulbul,18.260117,109.52598
166,Light-vented Bulbul,31.841919,120.83312
167,Light-vented Bulbul,30.58552,104.04798
168,Light-vented Bulbul,30.154385,121.953094
169,Light-vented Bulbul,22.774036,113.96208
170,Light-vented Bulbul,22.524765,114.01123
171,Light-vented Bulbul,30.268324,120.119
172,Light-vented Bulbul,30.304478,120.08615
173,Light-vented Bulbul,23.89881,106.63334
174,Light-vented Bulbul,39.866215,116.747856
175,Light-vented Bulbul,30.961916,121.302315
176,Light-vented Bulbul,18.319979,109.68752
177,Light-vented Bulbul,39.92629,116.49152
178,Light-vented Bulbul,39.44741,123.07471
179,Light-vented Bulbul,30.642256,104.17906
180,Light-vented Bulbul,38.114925,114.565155
181,Light-vented Bulbul,18.746164,108.84387
182,Light-vented Bulbul,39.07698,117.15486
183,Light-vented Bulbul,29.536919,119.06825
184,Light-vented Bulbul,29.559925,119.12599
185,Light-vented Bulbul,30.237577,120.15037
186,Light-vented Bulbul,27.991245,116.34855
187,Light-vented Bulbul,18.535906,108.709335
188,Light-vented Bulbul,39.971416,116.38416
189,Light-vented Bulbul,39.813812,116.434326
190,Light-vented Bulbul,31.23457,120.566795
191,Light-vented Bulbul,31.800589,120.81192
192,Light-vented Bulbul,18.700415,108.81202
